,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,price,emi_per_month,zero_downpayment
159,Maruti Wagon R 1.0,Maruti,VXI ,2015,Manual,"53,252",1st,Petrol,"3,31,699","7,378/month",Zero downpayment
160,Maruti Wagon R 1.0,Maruti,VXI ,2015,Manual,"26,359",1st,Petrol,"3,37,299","7,503/month",Zero downpayment
161,Maruti Wagon R 1.0,Maruti,VXI ,2015,Manual,"58,110",1st,Petrol,"3,42,599","7,621/month",Zero downpayment
162,Maruti Alto 800,Maruti,LXI ,2014,Manual,"27,137",1st,Petrol,"2,43,699","5,421/month",Zero downpayment
163,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,"32,370",1st,Petrol,"3,39,599","7,554/month",Zero downpayment
164,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,"52,722",1st,Petrol,"3,34,899","7,450/month",Zero downpayment
165,Maruti Alto 800,Maruti,VXI ,2014,Manual,"20,801",1st,Petrol,"2,34,599","5,219/month",Zero downpayment
166,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,"64,101",1st,Petrol,"3,38,699","7,534/month",Zero downpayment
167,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,"14,956",1st,Petrol,"3,41,099","7,588/month",Zero downpayment
168,Maruti Alto K10,Maruti,VXI ,2014,Manual,"64,569",1st,Petrol,"2,41,099","5,363/month",Zero downpayment
169,Maruti Alto 800,Maruti,LXI ,2014,Manual,"29,950",1st,Petrol,"2,33,899","5,203/month",Zero downpayment
170,Maruti Alto 800,Maruti,LXI ,2018,Manual,"14,797",1st,Petrol,"2,89,699","6,444/month",Zero downpayment
171,Maruti S PRESSO,Maruti,VXI ,2020,Manual,"9,864",1st,Petrol,"4,49,299","9,994/month",Zero downpayment
172,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2019,Manual,"11,410",1st,Petrol,"3,96,899","8,829/month",Zero downpayment
173,Maruti Alto 800,Maruti,LXI ,2018,Manual,"30,398",1st,Petrol,"3,18,099","7,076/month",Zero downpayment
174,Hyundai NEW SANTRO,Hyundai,1.1 MAGNA MT ,2019,Manual,"10,204",1st,Petrol,"4,02,699","8,958/month",Zero downpayment
175,Maruti Alto,Maruti,VXI ,2019,Manual,"5,197",1st,Petrol,"3,78,699","8,424/month",Zero downpayment
176,Maruti Alto,Maruti,VXI ,2019,Manual,"14,963",1st,Petrol,"3,69,799","8,226/month",Zero downpayment
177,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2016,Manual,"49,503",1st,Petrol,"3,81,499","8,486/month",Zero downpayment
178,Hyundai Grand i10,Hyundai,GNA 1.2 VTVT ,2017,Manual,"20,561",1st,Petrol,"4,09,599","9,111/month",Zero downpayment
179,Maruti Alto,Maruti,LXI ,2019,Manual,"11,526",1st,Petrol,"3,44,999","7,674/month",Zero downpayment
180,Maruti Alto,Maruti,LXI ,2019,Manual,"10,266",1st,Petrol,"3,44,999","7,674/month",Zero downpayment
181,Maruti Alto 800,Maruti,LXI ,2014,Manual,"5,387",1st,Petrol,"2,59,199","5,766/month",Zero downpayment
182,Maruti Alto 800,Maruti,LXI ,2018,Manual,"11,462",1st,Petrol,"3,19,499","7,107/month",Zero downpayment
183,Maruti Alto 800,Maruti,VXI ,2018,Manual,"10,865",1st,Petrol,"3,10,299","6,902/month",Zero downpayment
184,Maruti Alto 800,Maruti,LXI ,2014,Manual,"27,011",2nd,Petrol,"2,36,899","5,270/month",Zero downpayment
185,Maruti Wagon R 1.0,Maruti,VXI ,2016,Manual,"81,832",1st,Petrol,"3,53,199","7,857/month",Zero downpayment
186,Maruti S PRESSO,Maruti,VXI PLUS ,2020,Manual,"5,794",1st,Petrol,"4,48,899","9,986/month",Zero downpayment
187,Maruti Wagon R 1.0,Maruti,VXI ,2016,Manual,"50,249",1st,Petrol,"3,69,099","8,210/month",Zero downpayment
188,Maruti Alto,Maruti,LXI ,2020,Manual,"4,113",1st,Petrol,"3,78,999","8,431/month",Zero downpayment
189,Maruti Alto,Maruti,VXI ,2020,Manual,"7,198",1st,Petrol,"3,70,299","8,237/month",Zero downpayment
190,Maruti Alto,Maruti,VXI ,2020,Manual,"1,584",1st,Petrol,"3,59,899","8,006/month",Zero downpayment
191,Maruti Alto,Maruti,VXI ,2020,Manual,"3,266",1st,Petrol,"3,59,899","8,006/month",Zero downpayment
192,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2015,Manual,"20,306",2nd,Petrol,"4,02,999","8,964/month",Zero downpayment
193,Maruti Alto K10,Maruti,VXI ,2017,Manual,"18,142",1st,Petrol,"3,08,299","6,858/month",Zero downpayment
194,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2019,Manual,"23,545",1st,Petrol,"4,02,999","8,964/month",Zero downpayment
195,Maruti Alto,Maruti,VXI ,2020,Manual,"6,207",1st,Petrol,"3,98,299","8,860/month",Zero downpayment
196,Maruti Alto K10,Maruti,VXI ,2015,Manual,"13,498",1st,Petrol,"2,77,899","6,182/month",Zero downpayment
197,Maruti Alto K10,Maruti,VXI ,2015,Manual,"28,718",1st,Petrol,"2,81,999","6,273/month",Zero downpayment
198,Maruti Alto 800,Maruti,VXI ,2017,Manual,"55,280",1st,Petrol,"2,80,299","6,235/month",Zero downpayment
199,Hyundai Grand i10,Hyundai,GNA 1.2 VTVT ,2017,Manual,"24,906",1st,Petrol,"4,44,399","9,885/month",Zero downpayment
