,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,price,emi_per_month,zero_downpayment,city,state
669,Honda Jazz,Honda,1.2 V AT ,2017,Automatic,"17,578",1st,Petrol,"7,90,999","17,595/month",Zero downpayment,Bengaluru,Karnataka
670,Honda Brio,Honda,1.2 S MT I VTEC ,2016,Manual,"21,733",1st,Petrol,"4,64,299","10,328/month",Zero downpayment,Bengaluru,Karnataka
671,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2017,Manual,"17,939",1st,Petrol,"4,98,299","11,084/month",Zero downpayment,Bengaluru,Karnataka
672,Renault Kwid,Renault,RXT 1.0 EASY-R AT OPTION ,2019,Automatic,"5,796",1st,Petrol,"5,04,599","11,225/month",Zero downpayment,Bengaluru,Karnataka
673,Hyundai Grand i10,Hyundai,STA 1.2 VTVT ,2019,Manual,"32,877",1st,Petrol,"6,57,399","14,623/month",Zero downpayment,Bengaluru,Karnataka
674,Hyundai Grand i10,Hyundai,1.2 Sportz at ,2019,Automatic,"34,444",1st,Petrol,"6,33,499","14,092/month",Zero downpayment,Bengaluru,Karnataka
675,Hyundai Eon,Hyundai,GNA PLUS ,2015,Manual,"30,228",1st,Petrol,"3,42,699","7,623/month",Zero downpayment,Bengaluru,Karnataka
676,Hyundai i10,Hyundai,GNA 1.2 KAPPA2 ,2013,Manual,"37,717",2nd,Petrol,"3,29,299","7,325/month",Zero downpayment,Bengaluru,Karnataka
677,Hyundai Grand i10,Hyundai,gna 1.2 AT  VTVT ,2017,Automatic,"34,073",1st,Petrol,"5,41,999","12,056/month",Zero downpayment,Bengaluru,Karnataka
678,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2016,Manual,"25,202",2nd,Petrol,"5,01,599","11,158/month",Zero downpayment,Bengaluru,Karnataka
679,Hyundai Grand i10,Hyundai,STA 1.2 (O) VTVT ,2016,Manual,"30,243",2nd,Petrol,"5,44,499","12,112/month",Zero downpayment,Bengaluru,Karnataka
680,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,"57,378",1st,Petrol,"4,00,699","8,913/month",Zero downpayment,Bengaluru,Karnataka
681,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2016,Manual,120,1st,Petrol,"5,01,599","11,158/month",Zero downpayment,Bengaluru,Karnataka
682,Hyundai Grand i10,Hyundai,STA 1.2 (O) VTVT ,2016,Manual,"23,568",1st,Petrol,"5,44,499","12,112/month",Zero downpayment,Bengaluru,Karnataka
683,Maruti Wagon R 1.0,Maruti,VXI ,2018,Manual,"74,760",1st,Petrol,"4,62,499","10,288/month",Zero downpayment,Bengaluru,Karnataka
684,Maruti Celerio,Maruti,ZXI OPT AMT ,2017,Automatic,"32,521",1st,Petrol,"5,24,799","11,674/month",Zero downpayment,Bengaluru,Karnataka
685,Maruti Ritz,Maruti,VXI BS IV ,2014,Manual,"1,08,280",1st,Petrol,"4,09,699","9,114/month",Zero downpayment,Bengaluru,Karnataka
686,Hyundai i10,Hyundai,SPORTZ 1.2 AT KAPPA2 ,2013,Automatic,"40,783",1st,Petrol,"3,97,299","8,838/month",Zero downpayment,Bengaluru,Karnataka
687,Maruti Wagon R 1.0,Maruti,VXI ,2013,Manual,"44,510",1st,Petrol,"4,03,299","8,971/month",Zero downpayment,Bengaluru,Karnataka
688,Maruti Ritz,Maruti,VXI BS IV ,2014,Manual,"54,073",2nd,Petrol,"3,99,499","8,887/month",Zero downpayment,Bengaluru,Karnataka
689,Hyundai i10,Hyundai,SPORTZ 1.1 IRDE2 ,2015,Manual,"47,564",1st,Petrol,"4,11,399","9,151/month",Zero downpayment,Bengaluru,Karnataka
690,Maruti Ritz,Maruti,VXI BS IV ,2012,Manual,"60,051",2nd,Petrol,"3,60,799","8,026/month",Zero downpayment,Bengaluru,Karnataka
691,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,"42,528",2nd,Petrol,"4,27,899","9,518/month",Zero downpayment,Bengaluru,Karnataka
692,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2019,Manual,"24,484",1st,Petrol,"4,83,099","10,746/month",Zero downpayment,Bengaluru,Karnataka
693,Maruti Eeco,Maruti,7 STR ,2019,Manual,"15,915",2nd,Petrol,"4,77,999","10,633/month",Zero downpayment,Bengaluru,Karnataka
694,Maruti Celerio,Maruti,VXI AMT ,2016,Automatic,"26,344",2nd,Petrol,"4,47,999","9,965/month",Zero downpayment,Bengaluru,Karnataka
695,Maruti Wagon R 1.0,Maruti,VXI ,2015,Manual,"21,512",1st,Petrol,"4,38,399","9,752/month",Zero downpayment,Bengaluru,Karnataka
696,Maruti Alto K10,Maruti,VXI OPT ,2017,Manual,"9,222",1st,Petrol,"4,30,699","9,581/month",Zero downpayment,Bengaluru,Karnataka
697,Maruti Alto K10,Maruti,VXI ,2014,Manual,"34,245",2nd,Petrol,"3,38,799","7,536/month",Zero downpayment,Bengaluru,Karnataka
698,Maruti Alto K10,Maruti,VXI (O) AMT ,2016,Automatic,"17,015",1st,Petrol,"4,27,499","9,509/month",Zero downpayment,Bengaluru,Karnataka
699,Volkswagen Ameo,Volkswagen,HIGHLINE 1.5L AT (D) ,2016,Automatic,"70,051",2nd,Diesel,"6,36,399","14,156/month",Zero downpayment,Bengaluru,Karnataka
700,Mercedes Benz B Class,Mercedes,B200 CDI SPORT ,2016,Automatic,"27,893",2nd,Diesel,"19,21,699","42,747/month",Zero downpayment,Bengaluru,Karnataka
701,Ford Ecosport,Ford,1.5 TITANIUM TI VCT AT ,2016,Automatic,"25,214",1st,Petrol,"8,20,199","18,245/month",Zero downpayment,Bengaluru,Karnataka
702,Honda Jazz,Honda,1.2 V MT ,2016,Manual,"17,522",2nd,Petrol,"6,98,199","15,531/month",Zero downpayment,Bengaluru,Karnataka
703,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2017,Manual,"31,980",1st,Petrol,"5,75,399","12,799/month",Zero downpayment,Bengaluru,Karnataka
704,Hyundai Verna,Hyundai,1.4 VTVT E ,2018,Manual,"15,437",1st,Petrol,"7,70,399","17,137/month",Zero downpayment,Bengaluru,Karnataka
705,Maruti Celerio,Maruti,VXI ,2014,Manual,"1,67,450",1st,Petrol,"3,59,599","7,999/month",Zero downpayment,Bengaluru,Karnataka
706,Volkswagen Vento,Volkswagen,HIGHLINE PETROL ,2010,Manual,"1,11,856",1st,Petrol,"4,21,599","9,378/month",Zero downpayment,Bengaluru,Karnataka
707,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2016,Manual,"31,208",1st,Petrol,"6,80,199","15,131/month",Zero downpayment,Bengaluru,Karnataka
708,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2016,Manual,"65,255",1st,Petrol,"6,38,099","14,194/month",Zero downpayment,Bengaluru,Karnataka
709,Honda Jazz,Honda,1.2 V MT ,2018,Manual,"13,878",1st,Petrol,"7,21,699","16,054/month",Zero downpayment,Bengaluru,Karnataka
710,Honda WR-V,Honda,1.2 i-VTEC VX MT ,2017,Manual,"58,424",1st,Petrol,"7,47,699","16,632/month",Zero downpayment,Bengaluru,Karnataka
711,Maruti Ertiga,Maruti,ZXI ,2014,Manual,"26,166",1st,Petrol,"6,69,999","14,904/month",Zero downpayment,Bengaluru,Karnataka
712,Datsun Redi Go,Datsun,S ,2016,Manual,"22,437",2nd,Petrol,"2,96,599","6,598/month",Zero downpayment,Bengaluru,Karnataka
713,Toyota Corolla Altis,Toyota,1.8 GL ,2008,Manual,"1,03,414",3rd,Petrol,"3,83,899","8,540/month",Zero downpayment,Bengaluru,Karnataka
714,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2016,Manual,"58,863",2nd,Petrol,"6,57,199","14,619/month",Zero downpayment,Bengaluru,Karnataka
715,Maruti Alto,Maruti,LXI ,2008,Manual,"45,812",2nd,Petrol,"2,05,999","4,582/month",Zero downpayment,Bengaluru,Karnataka
716,Maruti Ertiga,Maruti,VDI ABS ,2014,Manual,"77,324",1st,Diesel,"6,94,599","15,451/month",Zero downpayment,Bengaluru,Karnataka
717,Tata Zest,Tata,XMS RT ,2014,Manual,"41,822",2nd,Petrol,"4,51,099","10,034/month",Zero downpayment,Bengaluru,Karnataka
718,Toyota Innova,Toyota,2.5 ZX 7 STR BS IV ,2014,Manual,"61,021",2nd,Diesel,"13,81,199","30,724/month",Zero downpayment,Bengaluru,Karnataka
719,Ford FREESTYLE,Ford,TITANIUM + 1.2 TI-VCT ,2018,Manual,"35,175",1st,Petrol,"5,99,699","13,340/month",Zero downpayment,Bengaluru,Karnataka
720,Hyundai Elite i20,Hyundai,STA 1.4 CRDI ,2015,Manual,"93,289",2nd,Diesel,"6,28,299","13,976/month",Zero downpayment,Bengaluru,Karnataka
721,Hyundai Verna,Hyundai,FLUIDIC 1.4 VTVT ,2016,Manual,"67,577",2nd,Petrol,"6,52,699","14,519/month",Zero downpayment,Bengaluru,Karnataka
722,Ford FREESTYLE,Ford,TITANIUM 1.2 TI-VCT MT ,2018,Manual,"31,399",1st,Petrol,"6,41,999","14,281/month",Zero downpayment,Bengaluru,Karnataka
723,Hyundai Creta,Hyundai,1.6 VTVT SX AUTO ,2018,Automatic,"13,387",1st,Petrol,"13,44,699","29,912/month",Zero downpayment,Bengaluru,Karnataka
724,Honda BR-V,Honda,1.5 i-VTEC VX ,2018,Manual,"32,218",1st,Petrol,"9,07,099","20,178/month",Zero downpayment,Bengaluru,Karnataka
725,Maruti Ciaz,Maruti,ZXI ,2016,Manual,"42,441",1st,Petrol,"7,32,499","16,294/month",Zero downpayment,Bengaluru,Karnataka
726,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2017,Manual,"22,523",1st,Petrol,"7,23,899","16,103/month",Zero downpayment,Bengaluru,Karnataka
727,Maruti S Cross,Maruti,ZETA 1.3 ,2016,Manual,"1,46,782",2nd,Diesel,"6,72,899","14,968/month",Zero downpayment,Bengaluru,Karnataka
728,Mahindra Scorpio,Mahindra,S2 ,2016,Manual,"1,31,500",1st,Diesel,"7,95,899","17,704/month",Zero downpayment,Bengaluru,Karnataka
729,Honda City,Honda,VX MT PETROL ,2015,Manual,"40,201",1st,Petrol,"8,38,599","18,654/month",Zero downpayment,Bengaluru,Karnataka
730,Renault Kwid,Renault,RXL ,2016,Manual,"21,627",3rd,Petrol,"3,49,399","7,772/month",Zero downpayment,Bengaluru,Karnataka
731,Maruti S Cross,Maruti,ZETA 1.3 ,2016,Manual,"63,114",1st,Diesel,"7,88,399","17,538/month",Zero downpayment,Bengaluru,Karnataka
732,Maruti Ciaz,Maruti,DELTA 1.5 SHVS VVT MT ,2020,Manual,"21,249",1st,Petrol,"8,94,399","19,895/month",Zero downpayment,Bengaluru,Karnataka
733,Renault TRIBER,Renault,1.0 RXT ,2019,Manual,"13,486",2nd,Petrol,"6,80,799","15,144/month",Zero downpayment,Bengaluru,Karnataka
734,Maruti Ritz,Maruti,VXI ABS ,2010,Manual,"88,811",2nd,Petrol,"3,14,499","6,996/month",Zero downpayment,Bengaluru,Karnataka
735,Maruti Baleno,Maruti,ZETA 1.2 K12 AMT ,2017,Automatic,"68,693",1st,Petrol,"6,74,999","15,015/month",Zero downpayment,Bengaluru,Karnataka
736,Toyota Innova Crysta,Toyota,2.7 ZX AT 7 STR ,2018,Automatic,"49,614",1st,Petrol,"20,76,699","46,195/month",Zero downpayment,Bengaluru,Karnataka
737,Tata Tiago,Tata,XZ 1.2 REVOTRON ,2017,Manual,"16,818",1st,Petrol,"5,35,899","11,921/month",Zero downpayment,Bengaluru,Karnataka
738,Tata Tiago,Tata,XZ 1.2 REVOTRON ,2017,Manual,"20,761",1st,Petrol,"5,35,899","11,921/month",Zero downpayment,Bengaluru,Karnataka
739,Maruti S Cross,Maruti,LPHA SHVS ,2017,Manual,"63,626",1st,Diesel,"11,13,599","24,771/month",Zero downpayment,Bengaluru,Karnataka
740,Tata Harrier,Tata,XZA + DUAL TONE ,2020,Automatic,"22,667",1st,Diesel,"23,05,299","51,280/month",Zero downpayment,Bengaluru,Karnataka
741,Tata Tiago,Tata,XZ 1.2 REVOTRON ,2016,Manual,"41,183",1st,Petrol,"5,06,199","11,260/month",Zero downpayment,Bengaluru,Karnataka
742,Maruti Vitara Brezza,Maruti,ZDI ,2016,Manual,"37,246",2nd,Diesel,"8,10,399","18,027/month",Zero downpayment,Bengaluru,Karnataka
743,Renault TRIBER,Renault,1.0 RXT ,2019,Manual,"33,384",1st,Petrol,"6,56,899","14,612/month",Zero downpayment,Bengaluru,Karnataka
744,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2016,Manual,"74,913",1st,Petrol,"5,99,799","13,342/month",Zero downpayment,Bengaluru,Karnataka
745,Honda City,Honda,V MT PETROL ,2017,Manual,"33,598",1st,Petrol,"9,15,399","20,363/month",Zero downpayment,Bengaluru,Karnataka
746,Hyundai i20 Active,Hyundai,1.2 S ,2017,Manual,"38,917",2nd,Petrol,"6,60,599","14,695/month",Zero downpayment,Bengaluru,Karnataka
747,Ford Ecosport,Ford,1.5 TITANIUM TI VCT AT ,2017,Automatic,"23,213",1st,Petrol,"8,33,099","18,532/month",Zero downpayment,Bengaluru,Karnataka
748,Mahindra XUV 3OO,Mahindra,W8 (O) DIESEL  AT ,2020,Automatic,"24,671",1st,Diesel,"13,85,799","30,826/month",Zero downpayment,Bengaluru,Karnataka
749,Volkswagen Polo,Volkswagen,HIGHLINE1.2L PETROL ,2015,Manual,"33,457",1st,Petrol,"5,99,899","13,344/month",Zero downpayment,Bengaluru,Karnataka
750,Tata Tiago,Tata,XZ 1.2 REVOTRON ,2017,Manual,"26,237",3rd,Petrol,"5,35,899","11,921/month",Zero downpayment,Bengaluru,Karnataka
751,Honda Amaze,Honda,1.2 EXMT I VTEC ,2014,Manual,"44,013",2nd,Petrol,"4,74,399","10,553/month",Zero downpayment,Bengaluru,Karnataka
752,Maruti Dzire,Maruti,ZXI Plus ,2017,Manual,"21,120",1st,Petrol,"7,89,699","17,566/month",Zero downpayment,Bengaluru,Karnataka
753,Volkswagen Polo,Volkswagen,COMFORTLINE 1.2L PETROL ,2016,Manual,"39,420",2nd,Petrol,"5,53,399","12,310/month",Zero downpayment,Bengaluru,Karnataka
754,Ford Ecosport,Ford,1.5AMBIENTE TI VCT ,2013,Manual,"39,771",2nd,Petrol,"5,38,299","11,974/month",Zero downpayment,Bengaluru,Karnataka
755,Renault Duster,Renault,RXL PETROL 104 ,2016,Manual,"27,083",2nd,Petrol,"7,23,399","16,092/month",Zero downpayment,Bengaluru,Karnataka
756,Hyundai Elite i20,Hyundai,1.2 MAGNA PLUS VTVT ,2019,Manual,"15,174",3rd,Petrol,"6,93,499","15,427/month",Zero downpayment,Bengaluru,Karnataka
757,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2018,Manual,"45,404",1st,Petrol,"6,83,299","15,200/month",Zero downpayment,Bengaluru,Karnataka
758,Maruti Dzire,Maruti,VXI ,2018,Manual,"26,542",2nd,Petrol,"6,85,699","15,253/month",Zero downpayment,Bengaluru,Karnataka
759,Maruti IGNIS,Maruti,ZETA 1.2 K12 AMT ,2017,Automatic,"22,957",1st,Petrol,"6,08,999","13,547/month",Zero downpayment,Bengaluru,Karnataka
760,Hyundai Elite i20,Hyundai,STA 1.2 DUAL TONE ,2017,Manual,"17,501",2nd,Petrol,"6,82,499","15,182/month",Zero downpayment,Bengaluru,Karnataka
761,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2017,Manual,"99,852",1st,Petrol,"6,16,599","13,716/month",Zero downpayment,Bengaluru,Karnataka
762,Mahindra XUV500,Mahindra,W6 4X2 ,2017,Manual,"36,087",1st,Diesel,"12,94,699","28,800/month",Zero downpayment,Bengaluru,Karnataka
763,Ford New Figo,Ford,1.2 TITANIUM ,2017,Manual,"32,833",1st,Petrol,"5,16,099","11,480/month",Zero downpayment,Bengaluru,Karnataka
764,Mahindra XUV500,Mahindra,W10 ,2015,Manual,"1,39,777",1st,Diesel,"11,12,999","24,758/month",Zero downpayment,Bengaluru,Karnataka
765,KIA SELTOS,KIA,HTX 1.5 PETROL MT ,2019,Manual,"20,181",2nd,Petrol,"13,61,199","30,279/month",Zero downpayment,Bengaluru,Karnataka
766,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2014,Manual,"44,787",1st,Petrol,"4,93,499","10,978/month",Zero downpayment,Bengaluru,Karnataka
767,Hyundai Grand i10,Hyundai,STA 1.2 KAPPA VTVT ,2014,Manual,"27,976",1st,Petrol,"5,21,399","11,598/month",Zero downpayment,Bengaluru,Karnataka
768,Hyundai Grand i10,Hyundai,STA 1.1 (O) CRDI ,2014,Manual,"63,865",1st,Diesel,"5,13,499","11,423/month",Zero downpayment,Bengaluru,Karnataka
769,Ford New Figo,Ford,1.2 TITANIUM ,2017,Manual,"41,684",2nd,Petrol,"5,16,099","11,480/month",Zero downpayment,Bengaluru,Karnataka
770,Nissan Micra,Nissan,XV CVT ,2018,Automatic,"47,421",1st,Petrol,"5,82,899","12,966/month",Zero downpayment,Bengaluru,Karnataka
771,KIA SELTOS,KIA,GTX 1.4 GDI AT PETROL ,2019,Automatic,"15,023",1st,Petrol,"17,19,299","38,245/month",Zero downpayment,Bengaluru,Karnataka
772,Hyundai VENUE,Hyundai,S MT 1.2 KAPPA ,2020,Manual,"2,138",1st,Petrol,"8,85,799","19,704/month",Zero downpayment,Bengaluru,Karnataka
773,Hyundai VENUE,Hyundai,S MT 1.2 KAPPA ,2020,,"23,096",1st,Petrol,"8,64,899","19,239/month",Zero downpayment,Bengaluru,Karnataka
774,Maruti Vitara Brezza,Maruti,ZXI + ,2020,,"21,515",1st,Petrol,"10,47,499","23,301/month",Zero downpayment,Bengaluru,Karnataka
775,Honda City,Honda,V MT PETROL ,2012,Manual,"55,192",3rd,Petrol,"5,42,899","12,076/month",Zero downpayment,Bengaluru,Karnataka
776,Ford Ecosport,Ford,1.5 TREND+ TDCI ,2016,Manual,"31,870",1st,Diesel,"7,42,399","16,514/month",Zero downpayment,Bengaluru,Karnataka
777,Hyundai VENUE,Hyundai,SX 1.0 GDI IMT ,2020,Manual,"14,258",1st,Petrol,"11,31,499","25,170/month",Zero downpayment,Bengaluru,Karnataka
778,Maruti Celerio,Maruti,VXI ,2017,Manual,"1,63,696",1st,Petrol,"3,73,699","8,313/month",Zero downpayment,Bengaluru,Karnataka
779,Hyundai NEW SANTRO,Hyundai,STA 1.1 MT ,2018,Manual,"8,066",1st,Petrol,"5,76,799","12,831/month",Zero downpayment,Bengaluru,Karnataka
780,Mahindra XUV500,Mahindra,W7 FWD ,2018,Manual,"45,359",1st,Diesel,"13,69,799","30,470/month",Zero downpayment,Bengaluru,Karnataka
781,MG HECTOR,MG,SHARP 2.0 DIESEL ,2019,Manual,"12,138",1st,Diesel,"17,97,699","39,989/month",Zero downpayment,Bengaluru,Karnataka
782,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2016,Manual,"88,161",1st,Diesel,"7,15,799","15,923/month",Zero downpayment,Bengaluru,Karnataka
783,MG HECTOR,MG,SMART DCT PETROL ,2020,Automatic,"6,760",1st,Petrol,"16,81,899","37,413/month",Zero downpayment,Bengaluru,Karnataka
784,Ford Ecosport,Ford,1.5 TITANIUM TI VCT AT ,2018,Automatic,"26,372",1st,Petrol,"9,86,699","21,949/month",Zero downpayment,Bengaluru,Karnataka
785,Ford Ecosport,Ford,1.5 TITANIUM TI VCT ,2016,Manual,"14,125",2nd,Petrol,"6,65,999","14,815/month",Zero downpayment,Bengaluru,Karnataka
786,Hyundai i20,Hyundai,STA 1.2 ,2011,Manual,"83,603",2nd,Petrol,"3,99,999","8,898/month",Zero downpayment,Bengaluru,Karnataka
787,Ford Ecosport,Ford,1.5 TITANIUM TI VCT ,2019,Manual,"37,947",2nd,Petrol,"8,75,799","19,482/month",Zero downpayment,Bengaluru,Karnataka
788,Hyundai NEW SANTRO,Hyundai,1.1 SPORTS AMT ,2018,Automatic,"26,071",2nd,Petrol,"5,27,399","11,732/month",Zero downpayment,Bengaluru,Karnataka
789,Maruti Swift Dzire,Maruti,ZDI AMT ,2016,Automatic,"55,163",1st,Diesel,"6,59,899","14,679/month",Zero downpayment,Bengaluru,Karnataka
790,Mahindra XUV500,Mahindra,W9 ,2020,Manual,"10,813",1st,Diesel,"18,10,499","40,274/month",Zero downpayment,Bengaluru,Karnataka
791,Maruti Wagon R,Maruti,LXI ,2009,Manual,"47,069",2nd,Petrol,"2,57,899","5,737/month",Zero downpayment,Bengaluru,Karnataka
792,Renault Kwid,Renault,1.0 RXT ,2017,Manual,"30,354",2nd,Petrol,"3,62,899","8,072/month",Zero downpayment,Bengaluru,Karnataka
793,Maruti Swift,Maruti,VDI ABS ,2015,Manual,"42,729",2nd,Diesel,"5,86,399","13,044/month",Zero downpayment,Bengaluru,Karnataka
794,Maruti Swift Dzire,Maruti,VXI ,2016,Manual,"51,525",2nd,Petrol,"5,77,099","12,837/month",Zero downpayment,Bengaluru,Karnataka
795,Ford Ecosport,Ford,1.5 TITANIUM PLUS TI VCT AT ,2020,Automatic,"13,853",1st,Petrol,"11,57,699","25,752/month",Zero downpayment,Bengaluru,Karnataka
796,Maruti Alto,Maruti,VXI ,2019,Manual,"17,352",1st,Petrol,"3,86,699","8,602/month",Zero downpayment,Bengaluru,Karnataka
797,Maruti Swift Dzire,Maruti,VXI OPT ,2016,Manual,"45,548",2nd,Petrol,"5,52,499","12,290/month",Zero downpayment,Bengaluru,Karnataka
798,Hyundai Grand i10,Hyundai,STA 1.2 (O) VTVT ,2015,Manual,"57,741",1st,Petrol,"4,86,299","10,817/month",Zero downpayment,Bengaluru,Karnataka
799,Maruti Swift,Maruti,VXI OPT ,2017,Manual,"54,918",1st,Petrol,"6,37,699","14,185/month",Zero downpayment,Bengaluru,Karnataka
800,Honda Jazz,Honda,1.2 VX AT ,2018,Manual,"15,771",1st,Petrol,"7,91,499","17,606/month",Zero downpayment,Bengaluru,Karnataka
801,Maruti Swift Dzire,Maruti,VDI BS IV ,2012,Manual,"97,292",1st,Diesel,"4,68,499","10,422/month",Zero downpayment,Bengaluru,Karnataka
802,Renault Kwid,Renault,1.0 RXT ,2018,Manual,"45,410",1st,Petrol,"3,76,799","8,382/month",Zero downpayment,Bengaluru,Karnataka
803,Maruti Swift Dzire,Maruti,VDI BS IV ,2012,Manual,"1,30,617",1st,Diesel,"4,68,499","10,422/month",Zero downpayment,Bengaluru,Karnataka
804,Maruti Swift,Maruti,VXI ,2014,Manual,"65,138",1st,Petrol,"4,93,499","10,978/month",Zero downpayment,Bengaluru,Karnataka
805,Tata Tiago,Tata,XZ 1.2 REVOTRON ,2018,Manual,"18,623",1st,Petrol,"5,62,999","12,524/month",Zero downpayment,Bengaluru,Karnataka
806,Renault Kwid,Renault,CLIMBER 1.0 AT ,2017,Automatic,"40,101",1st,Petrol,"4,43,099","9,856/month",Zero downpayment,Bengaluru,Karnataka
807,Tata Tiago,Tata,XZ 1.2 REVOTRON ,2018,Manual,"26,150",1st,Petrol,"5,62,999","12,524/month",Zero downpayment,Bengaluru,Karnataka
808,Tata Tiago,Tata,XZ 1.2 REVOTRON ,2018,Manual,"19,255",1st,Petrol,"5,56,499","12,379/month",Zero downpayment,Bengaluru,Karnataka
809,Hyundai i20,Hyundai,SPORTZ 1.2 VTVT ,2014,Manual,"77,627",2nd,Petrol,"4,74,399","10,553/month",Zero downpayment,Bengaluru,Karnataka
810,Honda Brio,Honda,1.2 V MT I VTEC ,2013,Manual,"60,437",2nd,Petrol,"3,77,599","8,399/month",Zero downpayment,Bengaluru,Karnataka
811,Maruti Swift,Maruti,VXI ,2014,Manual,"1,06,617",1st,Petrol,"4,80,999","10,700/month",Zero downpayment,Bengaluru,Karnataka
812,Honda Jazz,Honda,1.2 V AT ,2017,Automatic,"34,701",1st,Petrol,"7,52,599","16,741/month",Zero downpayment,Bengaluru,Karnataka
813,Hyundai i20,Hyundai,STA 1.2 ,2013,Manual,"59,001",2nd,Petrol,"4,80,599","10,691/month",Zero downpayment,Bengaluru,Karnataka
814,Hyundai Eon,Hyundai,ERA PLUS ,2014,Manual,"23,511",2nd,Petrol,"3,04,399","6,771/month",Zero downpayment,Bengaluru,Karnataka
815,Skoda Rapid,Skoda,ELEGANCE 1.6 MPFI MT ,2013,Manual,"47,294",2nd,Petrol,"4,77,699","10,626/month",Zero downpayment,Bengaluru,Karnataka
816,Hyundai Grand i10,Hyundai,SPORTZ (O) 1.2 AT VTVT ,2017,Automatic,"27,317",2nd,Petrol,"6,27,999","13,969/month",Zero downpayment,Bengaluru,Karnataka
817,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2020,Manual,"26,543",1st,Petrol,"6,58,499","14,648/month",Zero downpayment,Bengaluru,Karnataka
818,Honda Brio,Honda,1.2 S MT I VTEC ,2014,Manual,"41,497",2nd,Petrol,"3,93,099","8,744/month",Zero downpayment,Bengaluru,Karnataka
819,Tata Nano,Tata,TWIST XTA ,2015,Automatic,"9,810",2nd,Petrol,"2,73,699","6,088/month",Zero downpayment,Bengaluru,Karnataka
820,Renault Kwid,Renault,RXT 1.0 EASY-R AT OPTION ,2019,Automatic,"26,564",2nd,Petrol,"4,90,299","10,906/month",Zero downpayment,Bengaluru,Karnataka
821,Renault Kwid,Renault,RXT 1.0 EASY-R AT OPTION ,2018,Automatic,"5,836",1st,Petrol,"4,69,099","10,435/month",Zero downpayment,Bengaluru,Karnataka
822,Tata Nano,Tata,TWIST XTA ,2015,Automatic,"22,182",1st,Petrol,"2,63,699","5,866/month",Zero downpayment,Bengaluru,Karnataka
823,Maruti Wagon R 1.0,Maruti,VXI ,2016,Manual,"74,510",2nd,Petrol,"3,85,299","8,571/month",Zero downpayment,Bengaluru,Karnataka
824,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2017,Manual,"34,489",2nd,Petrol,"5,42,899","12,076/month",Zero downpayment,Bengaluru,Karnataka
825,Renault Kwid,Renault,RXT 1.0 EASY-R  AT ,2018,Automatic,"12,318",1st,Petrol,"4,62,299","10,284/month",Zero downpayment,Bengaluru,Karnataka
826,Hyundai Eon,Hyundai,GNA PLUS ,2014,Manual,"50,609",1st,Petrol,"3,23,399","7,194/month",Zero downpayment,Bengaluru,Karnataka
827,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2015,Manual,"50,999",1st,Petrol,"4,85,499","10,800/month",Zero downpayment,Bengaluru,Karnataka
828,Renault Kwid,Renault,RXL ,2018,Manual,"29,315",1st,Petrol,"4,13,299","9,194/month",Zero downpayment,Bengaluru,Karnataka
829,Renault Kwid,Renault,RXT 1.0 EASY-R AT OPTION ,2019,Automatic,"11,998",1st,Petrol,"5,04,599","11,225/month",Zero downpayment,Bengaluru,Karnataka
830,Maruti Ritz,Maruti,VXI BS IV ,2011,Manual,"61,151",2nd,Petrol,"3,27,899","7,294/month",Zero downpayment,Bengaluru,Karnataka
831,Hyundai Grand i10,Hyundai,GNA AT 1.2 KAPPA VTVT ,2018,,"21,356",3rd,Petrol,"5,34,399","11,887/month",Zero downpayment,Bengaluru,Karnataka
832,Hyundai Grand i10,Hyundai,STA 1.2 (O) VTVT ,2016,Manual,"15,831",1st,Petrol,"5,44,499","12,112/month",Zero downpayment,Bengaluru,Karnataka
833,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2016,Manual,"35,203",2nd,Petrol,"5,01,599","11,158/month",Zero downpayment,Bengaluru,Karnataka
834,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2017,Manual,"21,916",1st,Petrol,"5,28,299","11,752/month",Zero downpayment,Bengaluru,Karnataka
